#
# Factorizations of Mersenne numbers 2**n-1 for n<=1200
#
# format:  an entry
#    n: a.b.c.d
# means that 2**n-1 == a*b*c*d
#
# Repeated factors occur according to their multiplicity.
# Composite factors have the letter C prepended.
# The first such entry appears with n=787
#
# Extracted from:
#   J.Brillhart, D.H.Lehmer, J.L.Selfridge, B.Tuckerman, S.S.Wagstaff Jr.:
#   {Factorizations of $b^n +-1 b=2,3,5,6,10,11$ up to high powers},
#   Contemporary Mathematics, Volume~22, Second Edition,
#   American Mathematical Society, 1988
#   (online version of June-2006)
#.

1: 1
563: 2815747080256641401887817.13299213974872825932452460424235657.806246686530274231554002548822879844631710799886320977786718630531739958469131883287342678637275814925394111503
564: 3.3.5.7.13.283.1129.2351.3761.4513.5641.1681003.1768141.13264529.54865357.4375578271.7484047069.35273039401.111349165273.165768537521.180846660913.140737471578113.646675035253258729.270097268484167653999069
565: 31.3391.23279.65993.1868569.1066818132868207.185318160171793066961.29444549303703754611026537050435001.68750119162808671470205692247838042160149735698258312826959903010625527023050151
566: 3.1699.9623.62827.2486265371.68492481833.67535788803713.289032286755051820954283562071395404701830115983581457.23579543011798993222850893929565870383844167873851502677311057483194673
567: 7.7.73.127.337.2593.71119.92737.262657.649657.1560007.97685839.207617485544258392970753527.34175792320105064276509600649933535697253970335472049142780400956425111741139140798213387072831489
568: 3.5.17.569.2273.228479.1433633.48544121.56409643.148587949.212885833.4999465853.5585522857.472287102421.13952598148481.561089862628529469701880307617682175171538701774485416358584106265670728689
569: 15854617.55470673.182602768015690099110572536951.110582329556343704552404016904356632250881.108806602929626417274819133540757472113515266666479405303620102624927964940643869698641
570: 3.3.7.11.31.151.191.331.571.2281.32377.174763.524287.1101811.1212847.160465489.420778751.30327152671.3011347479614249131.1491477035689218775711.25349242986637720573561.15653990705896313547269237220041169361
571: 5711.27409.6969336604531667168509871230100794095801832527002849548226132675916172927.7084851186360580941633572744569751943590093912197024061201633650193388126309578906138706239
572: 3.5.23.53.89.157.397.683.1613.2003.2113.2731.8191.25741.724153.958673.3426853.9467173.6156182033.10425285443.158822951431.15500487753323.4170165570896115649.5782172113400990737.661521349351105339668937661297
573: 7.383.32788207.7068569257.39940132241.332584516519201.87274497124602996457.42918312276547739963203233515530679548769012405746813903417913563204180538169978298970944021468625193389497
574: 3.43.83.127.1723.13367.164511353.8831418697.17137716527.84413238703660609.4336790831080504259.4169136946773000713270790657459827.51954390877748655744256192963206220919272895548843817842228913
575: 31.47.601.1151.1801.14951.178481.4036961.13220653410551.2646507710984041.180751361367036342018769695194070185090225685928190920506935609998597222187109654580729885719636966832199192789659801
576: 3.3.3.5.7.13.17.19.37.73.97.109.193.241.257.433.577.641.673.1153.3457.6337.38737.65537.816769.6700417.22253377.38941695937.278452876033.487824887233.18446744069414584321.1562985901350085709953.1422346738975853644793916289
577: 3463.132305774316967.1079633141772892852450713464662329764119217100464362618290526362027911012565069142996396993157133020422681868025602819574600599624729277860300320636162145551
578: 3.43691.72251.79187.131071.1077971.12761663.18360250452977.197766803208315851.179058312604392742511009.338858733065598401355195539629373089.3320934994356628805321733520790947608989420068445023
579: 7.13821503.61654440233248340616559.14732265321145317331353282383.22515432112225416692730880057224922174331279583123112381686532545779094349645216289214782907481695324873634290036151
580: 3.5.5.11.31.41.59.233.1103.2089.17401.168781.3033169.7553921.107367629.536903681.244716883381.3902095192430070721.999802854724715300883845411.12004541501954811085302214141.2679895157783862814690027494144991
581: 127.167.798037199.175908273685537.57912614113275649087721.15444711420006203351165170879848557117713.2971973409500325953167938550558277137022719033111954012803581886623047449962315856161
582: 3.3.7.971.1553.11447.25609.31817.272959.2065304407.5434876633.5636963037465601.581546606903256979.1100876018364883721.99695503427255026561.13842607235828485645766393.1170711644777651877659556633665719
583: 23.89.6361.69431.755569.20394401.65780528969.106077807287.325674558237213843009398640373206811523481318364207856820688899521108980300567959203223587876391251739969658077488747289524075713
584: 3.5.17.293.439.1753.9929.2298041.9361973132609.649301712182209.1795918038741070627.19602880710043505617.9444732965601851473921.23877558370585153535255125267231814835993843079185883107034076803873
585: 7.31.73.79.151.631.937.6553.8191.23311.86113.121369.2400314671.7830118297.145295143558111.339175003117573351.255375215316698521591.134304196845099262572814573351.2728334536034592865339299805712535332071
586: 3.587.26371.33403.40122362455616221971122353.13453890779540632945331892129844577.762551893101410166019390283047520363896913.396645227028138890415611220710757921643910743103031701971222447
587: 554129.2926783.39483330766889.73208283304744901303.3728298863422039632638351.28981531265700436474908668605764037292283479533071482196860868875487797459833848867410473799526014756969233
588: 3.3.5.7.7.7.13.29.43.113.127.197.337.1429.5419.14449.540961.748819.19707683773.4363953127297.4432676798593.4981857697937.26032885845392093851.40544859693521152369.2741672362528725535068727.17059410504738323992180849
589: 524287.18083479.36064471.2147483647.2023706519999643990585239115064336980154410119.1363513392978191135736018344773125784835722102211913963639355051056896705852735103386975412732016027769
590: 3.11.31.2833.4721.37171.132751.179951.5794391.128818831.1824726041.3812358161.3203431780337.452824604065751.4410975230650827973711.10038903777149910946126741017108754570611942191560591325431728188591011
591: 7.7487.407791.50070703.304292056417.26828803997912886929710867041891989490486893845712448833.927701611035392243771813127127397103891685719848882103485113848962936182860818392833900833911
592: 3.5.17.149.223.257.593.1777.80513.25781083.184481113.231769777.616318177.20988936657440586486151264256610222593863921.6152896135288560374679945371974689688835168151742564408104565373600581564260451457
593: 104369.3061144307110551703729.4027016481761119763553952463965455549881.25196991873376840666877753354820854690700634889106188923103670773691217227808851569395431001182974969907991345111
594: 3.3.3.3.7.19.23.67.73.89.199.683.5347.20857.23761.87211.153649.262657.599479.694387.8950393.33057806959.6215074747201.242099935645987.14973866897175265228063698945547.170886618823141738081830950807292771648313599433
595: 31.71.127.239.20231.34511.122921.131071.199921.62983048367.131105292137.69935987114957671.9520972806333758431.156976201468970642065664316120765286713599373793130986508130654226034754720680193933255191
596: 3.5.1193.1789.650833.38369587.12961064789.14641916303149.86656268566282183151.8235109336690846723986161.7984559573504259856359124657.27243386602395588437243602121.11011808951971745915313242336927641
597: 7.5066143.164504919713.1445406523039.4884164093883941177660049098586324302977543600799.12594263620775680997944097572742389790271497163187368770416979751640789800959731481964821194789929847
598: 3.47.599.2393.2731.8191.178481.2796203.9341359.14718679249.834490119087067.13444476836590589479.51441563151591093599.260242449712509916159.22263485343435683412693923533443917032613157943146077977190561
599: 16659379034607403556537.148296291984475077955727317447564721950969097.839804700900123195473468092497901750422530587828620063507554515144683510250490874819119570309824866293030799718783
600: 3.3.5.5.5.7.11.13.17.31.41.61.101.151.241.251.331.401.601.1201.1321.1801.4051.8101.61681.63901.100801.268501.340801.2787601.10567201.13334701.1182468601.3173389601.4562284561.1133836730401.1461503031127477825099979369543473122548042956801
601: 3607.64863527.643390760896826272806925563059612685509039265031067456849993.55132269643416861808940702349402264919915041547757633769331818430511033108848146620408728664776308505356579463
602: 3.43.43.127.431.9719.490631.2099863.2932031007403.365505823711978039310711.20336952491372732458100553842885784919705927999.250496677636134194455624482113419891241717626649461375803326671768162580233
603: 7.73.1609.22111.193707721.761838257287.87449423397425857942678833145441.648168721774409511378116151410898673195879.218296778680424803757800688187260042629442091157587489529855230993806344506271
604: 3.5.18121.55871.165799.2332951.18717738334417.4373689270176379261201.130530323901899210670077.7289088383388253664437433.50834050824100779677306460621499.2854495385411919762116496381035264358442074113
605: 23.31.89.727.881.3191.3631.201961.143448045841.1786393878363164227858270210279.5448351236315742026827470749290138552538510376598571254569437566703575251869691806410089694456327608528590739813981151
606: 3.3.7.607.112102729.7432339208719.341117531003194129.845100400152152934331135470251.19112684214957755703306290219340140859813072336321619.1512768222413735255864403005264105839324374778520631853993
607: 531137992816767098689588206552468627329593117727031923199444138200403559860852242739162502265229285668889329486246501015346579337652707239409519978766587351943831270835393219031728127
608: 3.5.17.229.257.457.1217.27361.65537.148961.174763.524287.525313.7798338113.179781388993.24517014940753.84885296460737.643966863870017.27362254540091201.69394460463940481.237157827243967596481.11699557817717358904481
609: 7.7.127.233.337.1103.2089.4177.136417.121793911.9857737155463.11348055580883272011090856053175361113.15109165329245515231985834925494692879.16086815316499827472365485208334357981931315800699584898530365449
610: 3.11.31.1831.2441.4271.270841.331841.484074637694471.768614336404564651.2305843009213693951.31347559232075126851.364371848053973128400380293624417256758401.247054336699552168887961800292921715571154497761
611: 1223.2351.4513.8191.13264529.1609655415875897360904371080437164611501156560743.3744736435870999956010796884744886554946884079838024011697262620272142353192253445173330785999599327809826959361039
612: 3.3.3.5.7.13.19.37.73.103.109.137.307.409.613.919.953.2143.2857.3061.6529.11119.13669.26317.43691.123931.131071.2582029.4260133.318194713.1326700741.26159806891.27439122228481.12458723489217613.238495197879143209.75582488424179347083438319
613: 44599476833089207.332817722770314187794325446534549089.2290082526100134480992198124951512750039139339635155094272008280546850886939008711730865851616722892614369047154769105713048457413017
614: 3.14608903.85798519.1249678499.23487583303.78952752017.4315199443523.210708825063558235331.76490150923395684178472404003401860286655314439889.112177476474470525577861298937835338545723093134076373561
615: 7.31.151.1231.13367.49201.2940521.3887047.164511353.70171342151.92757531554705041.177722253954175633.3427007094604641668368081.3655725065508797181674078959681.188089893911024068187126343999359519615500901401
616: 3.5.17.23.29.43.89.113.127.353.397.617.683.2113.8317.13553.78233.15790321.869467061.2931542417.3019242689.35532364099.74153335873.76096559910757.581283643249112959.1867935023317328048519811865525337712653538206737478396129
617: 59233.68954123297.157751978115225385495647532421006478127229405644601.844128455869220390432964719493514618402640004425573909495498148095803754815792818296643067760548829906291314807571121271
618: 3.3.7.619.2473.15451.89620507.2550183799.415141630193.2400744384937.98277023988499.68545852036177507.8142767081771726171.1953272766780718501831.3976656429941438590393.7521737478732572053581227840017636545169
619: 110183.710820995447.109378681671075297195692480234213908123642560192251038455204252439.253956768073164214501297023118206917309861082669993582450697816383242451115365529071170420452455686291833
620: 3.5.5.11.31.31.41.311.5581.8681.11161.11471.37201.49477.73471.87421.384773.52597081.715827883.2147483647.4649919401.8973817381.18158209813151.5947603221397891.29126056043168521.24865899693834809641.57805828745692758010628581
621: 7.47.73.79903.178481.262657.624456487.634569679.2232578641663.10052678938039.42166482463639.93747988411543.2751471927250675803997960029212747063792197831435631743363158238779139269787256021849179673077249
622: 3.64067.5344847.2647649373910205158468946067671.294803681348959296477194164064643062187559537539328375831.21705660634091537009057064062426347801694097690583490415257025927428956675122988820368249
623: 127.74383430474532481.618970019642690137449562111.74716964067758844321661890925503011337830328521.79674352522894354312422878450005263712074523824062110745148651289621350880376099320960953476231
624: 3.3.5.7.13.13.17.53.79.97.157.241.257.313.673.1249.1613.2731.3121.4993.8191.21841.94849.121369.858001.22366891.308761441.78919881726271091143763623681.84159375948762099254554456081.13306320418205909319940605309019024034703545187073
625: 31.601.1801.269089806001.1277297679372570001.4710883168879506001.573759820507018639639785001.18152902839291497575027462639977160832701118299213751.246053469753590746981511859818675718355368494592178751
626: 3.10960009.14787970697180273.3857194764289141165278097.26693012026551688286164949958620483258358551879.5562466239377370006237035693149875298444543026970449921737087520370363869220418099018130434731
627: 7.23.89.11287.32377.524287.599479.1212847.12471031.89856878697433.94803416684681.1512348937147247.5346950541323960232319657.8778523027466598416204656058467252273.36997287511549004440599388408744754230660993087
628: 3.5.15073.2350291.852133201.2790467761.60726444167.1654058017289.2134387368610417.5941035366826969.17751783757817897.96833299198971305921.2203942033439148343973.182687704666362864775461208552445184771578920961
629: 223.131071.616318177.45470534643405479586527115047619453123209.205296815265168567756164047567360097447247109142889252157111.13247640898191993635882333868183025107726815859285731487950046819912806129
630: 3.3.3.7.7.11.19.31.43.71.73.127.151.211.281.331.337.631.5419.23311.29191.86171.92737.106681.122921.152041.649657.664441.870031.983431.1564921.1765891.18837001.77158673929.29728307155963706810228435378401.11247702599676505481447137991664348691
631: 333628015107245479.474640860193534882628078580680807822523991.56272943145171606416041974272779967237377245135400982739236727888151415549771970573866251017208467153984404288129453336803370700223
632: 3.5.17.317.2687.504337.994769.202029703.1113491139767.381364611866507317969.201487636602438195784363.604462909806215075725313.15652605325219818652993083172107461429783643502979960839389487552451781198261880337
633: 7.15193.2399291551.17689153588009.60272956433838849161.60560850681938908875991.9970146666059203361408046051199.3593875704495823757388199894268773153439.60377696324322249075824028749967823864613982859609
634: 3.9511.326330579.491981122308467411.587492521482839879.4868122671322098041565641.9815639231755686605031317440031161584572466128599.554346309198841189738200247725749800421156685578702545439230498849139
635: 31.5081.170141183460469231731687303715884105727.83615338235826681881707602454578099792649940383635851698961.63626928336138914713603440277176215194452396338124718954401705399214689850512979539135751
636: 3.3.5.7.13.107.6043.6361.6679.10177.69431.207973.13960201.15358129.20394401.540701761.586477649.229890275929.28059810762433.1801439824104653.30007459254393181618012897.4475130366518102084427698737.7971862004867103303293462593
637: 127.911.3823.8191.15289.112901153.23140471537.31945881241.4432676798593.153925026222241.8573192048327176271.6044274266901603399200353.153472677405951306470238401460959.22734546382983841003979491437223900758487279
638: 3.23.59.89.233.683.1103.2089.18503.64439.3033169.84819793631.121333341977.169523514238420211.25925516494438382632167017.5461859373498087771053790065009.9609322039095554268277107484843200218262250152281700954275029793
639: 7.73.1279.66457.228479.48544121.212885833.2849881972114740679.4205268574191396793.84462210560148142953097.1329628131546931497103420134367.28435302301212461494420074814087.581211581673454706767349073071710126567
640: 3.5.5.11.17.31.41.257.641.61681.65537.274177.286721.414721.3602561.6700417.446960641.4278255361.96645260801.44479210368001.67280421310721.3442404051886487041.94455684953484563055991838558081.2715862005931406599419575483412481
641: 35897.49999.1173835097.2401258891949526685926151441.745276300734440606226386924312213175677903182797334854064486587296999.2420161564200739329410254310444778820196576654139080232429544162649795567983079
642: 3.3.7.643.154723.20636399209.17866285599391.480625710015394052365153.5718761969788697451457489.84115747449047881488635567801.162259276829213363391578010288127.210516800089955301807292488792588188869650399862249
643: 3189281.22532429052605670225026391054393428833168207234802434915090881303620353.507909591297683949138862971271266635431758872031092542127980551589004038646657157217329569167343063743426799521984799
644: 3.5.29.43.47.113.127.277.1013.1289.1657.1933.3221.30269.169373.178481.298817.2796203.3188767.209160253.45076044553.115927640417.14808607715315782481.179351574736387915177.27037028118448801270021.8103467492759792327149800361564410265219
645: 7.31.151.431.1721.9719.46441.2099863.731516431.4175568751.514851898711.1728221461577944661374351.11053036065049294753459639.83212524822005103181053031.297927289744047764444862191.8510131405590136091948615255367876121
646: 3.647.7753.43691.131071.174763.524287.17795830908608814443.39044358788825633753.3211586054639813621611.6319957642033539607139.2065255878519475622261353.1269639828454588763972435091645259869185718465075550865591017
647: 303303806129303896428103.11502383762931955619183430785983.167394614336255622287892974563562062279515450939194955645810372698957070837766887487273372150456980944216508605805295762403884169162369962423
648: 3.3.3.3.3.5.7.13.17.19.37.73.109.163.241.433.1297.2593.3889.38737.71119.87211.135433.246241.262657.279073.3618757.30433969.33975937.97685839.106979941.168410989.272010961.1164777409.4977454861.3718266498433.134921168163073.138991501037953.1174029487714513
649: 23.89.179951.649001.23952086159.3203431780337.34418203155300430111979265857.3700008265010484376181140059002735164665618094577260273009727474953442430219036282100642597609582698411614761090487936159280023273
650: 3.11.31.131.251.601.1801.2731.3251.4051.7151.8191.409891.5840251.7623851.51879585551.7812610577851.145295143558111.9860942209386451.1245660907214169781926561543788801.4613679391936953610429590532014122532260339739644049093601
651: 7.7.127.337.1303.5209.62497.2147483647.658812288653553079.6268703933840364033151.378428804431424484082633.1191622782866437328993110351.2626317528364475422451291074871442782545497447474562640041779493971236636466847
652: 3.5.653.9781.150287.704161.7807049.110211473.4826612561.11281292593.27669118297.1023398150341859.36230454570129675721.337570547050390415041769.9716134201585679932947173.11692013098647223345629483497433542615764159168513
653: 78557207.289837969.16008527538753578495897.3044938125828889184039273431.3786707123184812723340717607.8893122618977158614989714180722964331426004820169213558574794542353622623988934429093001259164784553073
654: 3.3.7.666427.104124649.745988807.6927735019.20597276734348736647.33157029794959983067039.88116165754061081804047.870035986098720987332873.2077756847362348863128179.30414028470765822165976581508161866432602988327347
655: 31.263.597361.2576754528566814601.351182936972570824983481.10350794431055162386718619237468234569.15333541100090824437129533485272856744656791.213732345927036277063342078342573605826938066316475164889831797001
656: 3.5.17.83.257.10169.13121.13367.181549.12112549.43249589.164511353.8562191377.8831418697.12239719573537.18093927039368350337.25394524415842506913.12243864122465612155106392056552353.378321539354637595471013489406983903120592833
657: 7.73.73.439.3943.2298041.10178663167.27265714183.9361973132609.5271393791658529.671165898617413417.2762194134676763431.4815314615204347717321.42185927552983763147431373719.781335393705318202869110024684359759405179097
658: 3.43.127.283.659.2351.4513.12503.200033.9106063.13264529.270447871.165768537521.762394321774681.9934018379230425610659608142885693781941091888647157503817.359687424377961714750891763743933975334959200103759485840227631801
659: 1319.11527429277532648241.626564962613678012662146877852049.251086738251154096972406810844747949762035524178595675929170915606850110959224676215815898957406470467234237429325630890565682143133147884918697
660: 3.3.5.5.7.11.11.13.23.31.41.61.67.89.151.331.397.661.683.881.1321.2113.2971.3191.3301.8581.20857.201961.312709.599479.4327489.48912491.415365721.391249826881.415878438361.3630105520141.12127627350301.13379250952981.2252127523412251.2048568835297380486760231
661: 1330270433.3370159489168519.1009157848082361225065617.118420287267066844820208926433723871.17858769391813189478549404315577297646468853412925918136831275019859096428810527270736800933577430978666397275839559
662: 3.5297.2983001129.7520796641.16937389168607.865118802936559.8530674250842274717434530683.1438390199144030563364806863704510189429516419097.298542624980197463613767215333569428005686468835821253721796682625551919
663: 7.79.103.1327.2143.8191.11119.47737.121369.131071.1817023253798585112376955621635919346759818823715057.2365454398418399772605086209214363458552839866247069233.794848656730261183699896604513541946085000444947963571261039
664: 3.5.17.167.499.997.1163.2657.11953.155377.13063537.13455809771.46202197673.209957719973.148067197374074653.57912614113275649087721.14767689550320172808742174828062347720350769.2915547797343721112173446482628529057775979692132113
665: 31.71.127.191.122921.524287.420778751.30327152671.161517058694951.163537220852725398851434325720959.132000131451539267726138633753205343827589683243629650599609859372129401308611030157603578434763278074238873853103561
666: 3.3.3.7.19.73.223.1777.1999.3331.10657.17539.169831.304363.321679.1238761.25781083.26295457.36085879.199381087.319020217.616318177.698962539799.9853387597819.107775231312019.31031320083857011.4096460559560875111.1270593144646505233013326197403
667: 47.233.1103.2089.12007.178481.458897.88039999.246270735864387271375789289856617.14508653262991734676225669411020750337.78447248939510403238597103326670023020474096781883788452949188981488120758193300064923212988804239
668: 3.5.2349023.75005713.27395325377910797.18208260781190156536114609.79638304766856507377778616296087448490695649.62357403192785191176690552862561408838653121833643.187072209578355573530071639244871112681892570202113
669: 7.18287.196687.1466449.2916841.1469495262398780123809.182224921317852297530287.596242599987116128415063.142453214851009124378099897532172312583433956914474541632456432848048989381236579920379218575796308080313112697
670: 3.11.31.93131.464311.7327657.193707721.1532217641.761838257287.6713103182899.21505409328405921060057783156144213618485460844911284448661782641.462968972850605487726216422914611666280373111850525667327093865346827818121
671: 23.89.116356769.33491655209.64110547427930873.2305843009213693951.13646560594525825890627182668772241639702837721889959372317451952089.608833519146176962786346063898868909094632504100539398786357475514441579020823
672: 3.3.5.7.7.13.17.29.43.97.113.127.193.241.257.337.449.673.1429.2017.2689.3361.5153.5419.14449.65537.15790321.22253377.47886721.183076097.25629623713.54410972897.88959882481.358429848460993.1538595959564161.131084304485119425504284495119889529996019181850241
673: 581163767.41283139633378645724930694480520226273492263.68396769572915971687133122358352070840260017483089158059519.23882525111457526669660263269125438250762730250942712633131193354954889195068879706608493409
674: 3.18199.21569.2806537.5333388961.95763203297.726584894969.964094242760707.78778047326466742993612420842416198311394008068822475527239136925369.841462035388400254709200130801140475354660321983340709246797058685767257
675: 7.31.73.151.271.601.631.1801.23311.100801.115201.262657.348031.617401.1605151.10567201.1348206751.49971617830801.13861369826299351.1094270085398478390395590841401.2842496263188647640089794561760551.470390038503476855180627941942761032401
676: 3.5.53.157.677.1613.2731.4057.8191.180201997.1259036730797.6740339310641.615946323850313.4929910764223610387.408946876729703992293841657.18526238646011086732742614043.215656329382891550920192462661.3340762283952395329506327023033
677: 1943118631.531132717139346021081.978146583988637765536217.53625112691923843508117942311516428173021903300344567.11583306121194302925666610180475654822154587629577979400456857120235319057709961541850271218784399
678: 3.3.7.227.3391.23279.48817.65993.156619.1868569.10113049.28448881.636190001.1066818132868207.491003369344660409.320021624768405574452943847.4760137992283599860814226997712217.8067670082858802084066104063317410636310881590473931569
679: 127.6791.11447.59753.93703.13842607235828485645766393.1337351764099536062382592381405648316666025584913912478511.2451100733567925522527673091670682648370765084219128079350970030540433626374624088043739553614894829529
680: 3.5.5.11.17.17.31.41.137.953.1021.1361.4421.26317.43691.61681.131071.354689.550801.12717361.23650061.1392971637361.2879347902817.7226904352843746841.9520972806333758431.26831423036065352611.8088220746627020943841.630894905395143528221826310327361
681: 7.26986333437777017.962744903648208108713898832235090314894033.7992177738205979626491506950867720953545660121688631.6902537314868528928592064072776405259752901898281447036002004855019689272630142411673519100423
682: 3.23.89.683.647219.1434929.715827883.2147483647.37368615235403.5560125493425335999.126901141805369975317583.1444211137344578755413561460184550803276100931567.88001338234326700695315986455482272586355782310144188047003818403
683: 1367.434836499112609694795723958417048861299768144283442662402095922180462812746769.67513796971703570854592232797421324116119881147340327278928245456644619398078155616494185719845536064262986241999463764460809
684: 3.3.3.5.7.13.19.19.37.73.109.229.457.571.25309.32377.131101.160969.174763.524287.525313.1212847.4598533.5675149.39291697.93507247.160465489.275415303169.99463730244517.3042645634792541312037847.41435606371227835355919073.19177458387940268116349766612211
685: 31.119191.7084271.32032215596496435569.5439042183600204290159.83648644144524510111773141111.420802580523767875237950310262820019135749166881960341067173726664556394738285561675988953259150250436976162677581144923361
686: 3.43.127.6073159.1428389887.2513690593.62228099977.4363953127297.4432676798593.2883580030222424891.4391115859495019452210297067047180796674861654177048737558611.58961804474844164724814095915114338093146118248375213688557057
687: 7.6871.1504073.20492753.2104809991.59833457464970183.175932323679511304414371921.467795120187583723534280000348743236593.41788952991139118639110460647465055080950855027758632702923742575763463332284772733328169713812071
688: 3.5.17.173.257.431.4129.9719.101653.500177.2099863.3855260977.1759217765581.2932031007403.64082150767423457.1425343275103126327372769.33770734168253651800370989375796994825389296318018601048482005531172856260013942500368975908606689
689: 6361.8191.69431.20394401.135995976143.1067583682127.1372617429248257063179636119999552844862152089.174687898994276645505939406294688103239668147144656196121612035919719163968649013990717451692888658382291763182243248439
690: 3.3.7.11.31.47.139.151.331.691.14951.178481.2796203.4036961.1884103651.168749965921.10052678938039.345767385170491.2646507710984041.74078343132499989110265409250618045323263715522281571.162383614111595675973306320509614573241829932932497191
691: 906642603313.10488160032325844521.2833637724427940664433391497.16636201944470267267182958207.22918862886543542550497013689794549380986252187467410793440853162884227395126178667668709323949107483968180609969160895841
692: 3.5.347.4153.730753.1505447.13625405957.35374479827.47635010587.7152893721041.70084436712553223.155285743288572277679887.1643464247728189221623609.1673815085186574700322174232069942181681.175739665310505752968877740350313227534889
693: 7.7.23.73.89.127.199.337.463.92737.153649.599479.649657.289511839.33057806959.2868251407519807.581283643249112959.4982397651178256151338302204762057.3225949575089611556532995773813585269068981944367719218489696982054779837928902323497
694: 3.14143189112952632419639.20270345302545987116040069442814496729341666112096057885992643120463337596490211193.95562442332919646317117537304253622533190207882011713489066201641121786503686867002917439712921903606443
695: 31.3452778071.3578189431.5625767248687.123876132205208335762278423601.225797717267637708506527464987314161.901584692755427378722839770656354167189649601351.3025226007788738661409218532413354276443310201954701303389245001
696: 3.3.5.7.13.17.59.233.241.349.1103.2089.4177.29581.59393.82129.3033169.107367629.536903681.27920807689.9857737155463.10389476529713761.22170214192500421.96076791871613611.59372021171164475019217.565288195624678452623377.82280195167144119832390568177
697: 13367.16729.131071.164511353.136364260462350955061807337963242197493167687688479364067250955475008708422731598707787831617704017498828261921599586128766571055323409303455188555673114202934877515988195740967406991575319
698: 3.131282633.1779973928671.34720396273212657799920861294559.18555393648630683868229284313709360336855095474246691696225599.2911655263127443408820648419025953647142046819917504655442619029163492980939432163976096966699987
699: 7.1399.135607.622577.1401190779823.1917765426328344646895407.23482447257772948338207752516264041.116868129879077600270344856324766260085066532853492178431.431363930838247166144681198345396801161915589485642909842198653394751
700: 3.5.5.5.11.29.31.41.43.71.101.113.127.251.281.601.701.1051.1801.4051.8101.39551.86171.110251.122921.268501.7416361.47392381.60816001.347833278451.34010032331525251.535347624791488552837151.2430065924693517198550322751963101.1038213793447841940908293355871461401
701: 796337.2983457.28812503.1073825104511.9983923992673.15865578195367.40686928318417.22206681732300686559830164931393965396408838897922182477635701769356115170703313643368016416398879761353787885396721401460120094241214356289
702: 3.3.3.3.7.19.73.79.937.2731.6553.8191.86113.87211.121369.262657.446473.22366891.29121769.7830118297.571890896913727.93715008807883087.150832426800173710177.5302306226370307681801.4247713303224552237738169.24841125429051585062538961751269988364169
703: 223.524287.616318177.35284030283053759.1294046302848776287.11931812674076681849.167823649475113693461122232089506777.59588714597816906383348767955828416209.107190529393336966967769563289730718564973813003358551965641353499711
704: 3.5.17.23.89.257.353.397.641.683.1409.2113.65537.229153.1258753.5304641.6700417.119782433.2931542417.43872038849.441995541378330835457.275509565477848842604777623828011666349761.2724766004649595434157241343741767729156891206422918570211139111809
705: 7.31.151.2351.4513.13264529.2391314881.4375578271.72296287361.646675035253258729.157925605323676378629391.73202300395158005845473537146974751.6454295903181807686705031076998087633227206653740016465477084416462036051174980671394921
706: 3.931921.2927455476800301964116805545194017.3803909572078746837295094051706948091.6725414756111955781503880188940925566051960039574573675843402666863.1607818533384485707707842837146335251451162017762519557029955613946641
707: 127.126729751.128782811543.7432339208719.341117531003194129.700553271665826444242790841.3598194408030741269333601460682311.51903872795463977962670556595700473584389435543.979290663259342511569398738931332381010645147626228199
708: 3.3.5.7.13.709.1181.2833.3541.12037.13099.31153.37171.157649.174877.179951.184081.5397793.5521693.94789873.1824726041.27989941729.104399276341.3203431780337.4453762543897.20847858316750657.1898685496465999273.9213624084535989031.2995240087117909078735942093
709: 216868921.1391646221255097953.8923613716343045335466356955530999435422162663462596131888032215488375825848018829047564287845002013075724298352985234932029074583858040431943816370013577608497700099852955833804395145047
710: 3.11.31.228479.48544121.56409643.212885833.121932688511.13952598148481.15524635883992211.182013944029916253984850599290949064721089587458906809918552581277361.8223125624363292839815514592697905768406610797334099385507174111379292321
711: 7.73.1423.2687.5689.49297.202029703.1113491139767.41851365145831.23728823512345609279.31357373417090093431.864328108984548257763049805767.19573690271784800408214873038427972853220421889.165881583766270315258032910858563450583741187377
712: 3.5.17.179.1069.62020897.18584774046020617.579017791994999956106149.123794003928545064364330189.618970019642690137449562111.8634347730786151573123090429372562600645891723927646583482687395339003768803707512734187494061649643499761
713: 47.68449.178481.2147483647.335203548019575991076297.25302796036126213353739363322307560110912714814142460639.4120244281266653396296957792500987847361734649718254162380360903520821340784053375183825542777493894566793029100537
714: 3.3.7.7.43.103.127.239.307.337.2143.2857.4999.5419.6529.11119.20231.43691.131071.428401.823679683.62983048367.131105292137.143162553165560959297.245262248913715001137177.8889432124593512497963252165417.11075231221618592513745760466207434363249588723425331
715: 23.31.89.881.3191.8191.201961.724153.158822951431.145295143558111.249602191565465311.598887853030285391.5782172113400990737.40437156024702109576962112690515640573348784018939257192870865875822732631168387328482154414164150624064713711
716: 3.5.359.1433.31815461.1301260549.58745093521.416115013830990336221.11575709336636595278866333.4347868190665879373495950562775707707143803.588850381287433028279084110474400181861465037.1489459109360039866456940197095433721664951999121
717: 7.479.1913.5737.40153.176383.12417007.134000609.58392032593.55009358369431.7110008717824458123105014279253754096863768062879.199987538790826996082414586220862745720625115339053303.348106277055479556523667298997810176594405634823028961
718: 3.719.855857.778165529.3536450843.1110671633637523.65877330027880703.194193974563158088483.370906580744492785430299503112990447.100361196281293745682520861860411315001.513166304713999751217560795536588367248925043527782042775106649
